,tconst,averageRating,numVotes,weightedRating,primaryTitle,startYear,runtimeMinutes
338005,tt0352314,7.6,5904,7.114625938389852,Ek Hasina Thi,2004,120
3705127,tt4562518,7.5,7434,7.114601960905223,The Distinguished Citizen,2016,118
2002532,tt1582519,7.5,7432,7.114578194375925,Khaleja,2010,170
72318,tt0073817,7.7,4890,7.114519906323185,Swept Away,1974,114
2501205,tt2101473,7.2,33440,7.1144421629021215,The Physician,2013,155
35702,tt0036323,7.5,7420,7.114435533621221,Sahara,1943,97
79473,tt0081176,7.8,4171,7.11438757670289,Mon oncle d'Amérique,1980,125
56424,tt0057495,7.4,10009,7.114359164786198,Shock Corridor,1963,101
4282640,tt5859238,7.3,15376,7.114246086784228,Lucky,2017,88
46033,tt0046851,8.0,3224,7.11422902494331,A Story from Chikamatsu,1954,102
34825,tt0035432,7.5,7398,7.1141737144268165,This Gun for Hire,1942,81
776738,tt0800956,7.4,9975,7.114081486776269,Life in a Metro,2007,132
61126,tt0062322,8.0,3218,7.114040683251825,Dry Summer,1963,90
2510627,tt2111478,8.0,3218,7.114040683251825,Mea Maxima Culpa: Silence in the House of God,2012,106
3620932,tt4374460,7.6,5863,7.113981142468328,Aferim!,2015,108
85925,tt0087814,7.7,4861,7.113951307725797,Nothing Left to Do but Cry,1984,113
72643,tt0074152,7.7,4859,7.113912053317257,Small Change,1976,104
32240,tt0032811,7.8,4150,7.113893653516295,The Mortal Storm,1940,100
2170450,tt1756750,7.3,15281,7.113807998808371,Starbuck,2011,109
2201428,tt1789810,8.4,2212,7.113802734087902,José and Pilar,2010,117
368430,tt0383678,8.0,3207,7.113695182047009,Trailer Park Boys,1999,67
252359,tt0263102,7.6,5843,7.113665985799046,Banker Bilo,1980,85
1657239,tt1223236,7.6,5839,7.1136029054119785,African Cats,2011,89
47941,tt0048801,7.5,7350,7.113601236476043,We're No Angels,1955,106
4664093,tt6700846,7.9,3611,7.113589178987103,AlphaGo,2017,90
3655039,tt4449576,8.1,2877,7.113523693367292,Tomorrow,2015,118
1621377,tt1185836,7.2,32698,7.1133418836008175,Adam,2009,99
108212,tt0110598,7.2,32627,7.113235115484062,Muriel's Wedding,1994,106
118099,tt0120910,7.2,32621,7.113226080769164,Fantasia 2000,1999,75
66919,tt0068257,8.0,3192,7.11322360953462,Bawarchi,1972,130
2031977,tt1613062,7.5,7302,7.113027057148164,The Music Never Stopped,2011,105
23633,tt0024034,7.4,9837,7.11294887619485,42nd Street,1933,89
36338,tt0036969,7.5,7283,7.112799306136357,Jane Eyre,1943,97
4675431,tt6725014,8.5,2032,7.112755253033442,Scenes from a Marriage,1974,169
467070,tt0485323,7.4,9813,7.112750983827881,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,105
57247,tt0058335,7.5,7276,7.112715330276366,Marriage Italian Style,1964,102
840906,tt0867145,8.1,2853,7.112673679675439,Classmates,2006,175
2376871,tt1972663,7.3,15029,7.112635839016713,Into the Abyss,2011,107
76636,tt0078252,7.4,9799,7.112635420558062,Snake in the Eagle's Shadow,1978,97
444380,tt0461936,7.2,32155,7.1125185897996674,Don,2006,171
2919995,tt2764784,7.3,14990,7.1124531132783195,Phoenix,2014,98
102514,tt0104779,7.2,32093,7.11242358958191,Bitter Moon,1992,139
42563,tt0043306,8.0,3164,7.112341996875444,Awaara,1951,193
1845115,tt1419318,8.0,3164,7.112341996875444,Facing Ali,2009,100
83356,tt0085180,7.5,7235,7.11222273925857,L'Argent,1983,85
1185202,tt1037850,7.5,7231,7.1121746145015665,Secret,2007,101
37151,tt0037800,7.5,7220,7.112042209807573,I Know Where I'm Going!,1945,91
55275,tt0056322,8.3,2357,7.11200424023102,The Given Word,1962,98
73220,tt0074749,7.4,9715,7.111940083537376,The Killing of a Chinese Bookie,1976,135
2215707,tt1805263,8.0,3150,7.11190053285968,I Am Kalam,2010,88
91984,tt0094027,7.3,14855,7.1118178396688,Stand and Deliver,1988,103
84160,tt0086005,7.5,7192,7.11170477137177,Never Cry Wolf,1983,105
200401,tt0208502,7.6,5712,7.111591560302163,Angel's Egg,1985,71
116824,tt0119506,7.5,7160,7.111318407960199,Lawn Dogs,1997,101
3339374,tt3745620,7.7,4721,7.111190740553818,Gods,2014,120
48591,tt0049456,7.4,9619,7.111141280799561,Lust for Life,1956,122
2548383,tt2152198,7.6,5683,7.111129941661506,The Pervert's Guide to Ideology,2012,136
62600,tt0063845,8.4,2155,7.111102927637636,The Golden Calf,1968,174
829941,tt0855822,8.3,2334,7.111004609643667,Huddersfield,2007,95
1103163,tt1023490,7.3,14673,7.110954553474656,Il Divo,2008,110
247948,tt0258490,7.9,3515,7.1109416096791165,Khushi,2001,169
5994514,tt9537346,9.3,1266,7.110858143607706,Ardaas Karaan,2019,140
3095758,tt3183630,7.6,5663,7.110811075237256,Boy and the World,2013,80
69030,tt0070439,7.7,4701,7.110794249351874,Unbelievable Adventures of Italians in Russia,1974,104
4441397,tt6212984,8.2,2543,7.110794031151291,Parava,2017,147
119251,tt0122234,8.3,2329,7.110787075999854,The Meeting Point,1989,98
4968152,tt7357302,7.6,5654,7.110667449598747,Avicii: True Stories,2017,97
112363,tt0114863,7.6,5654,7.110667449598747,Ulysses' Gaze,1995,176
65456,tt0066769,7.2,30837,7.110453641850387,The Andromeda Strain,1971,131
147243,tt0151691,7.5,7087,7.110434132203073,My Name Is Joe,1998,105
3504670,tt4114744,7.5,7085,7.110409848839021,Whisper If I Forget,2014,118
3984049,tt5190958,8.8,1632,7.110303394412737,Katyar Kaljat Ghusali,2015,162
153653,tt0158371,7.2,30737,7.11029298311714,Sweet and Lowdown,1999,95
1858858,tt1433540,7.5,7075,7.11028838659392,A Town Called Panic,2009,75
23375,tt0023775,7.6,5630,7.110284035259549,Baby Face,1933,71
224757,tt0234288,7.7,4675,7.11027801179444,Divided We Fall,2000,120
348922,tt0363510,8.3,2316,7.11022111582955,The Revolution Will Not Be Televised,2003,74
2767228,tt2400291,7.8,3994,7.110202110781541,The Barkley Marathons: The Race That Eats Its Young,2014,89
97501,tt0099669,7.6,5624,7.1101880877742945,My Father's Glory,1990,105
346619,tt0361127,7.2,30655,7.110160812146258,The Woodsman,2004,87
30000,tt0030522,7.8,3991,7.110130730226621,Olympia Part One: Festival of the Nations,1938,121
41152,tt0041866,7.3,14478,7.110020771062365,She Wore a Yellow Ribbon,1949,104
119245,tt0122227,8.4,2132,7.11001031991744,Return to Treasure Island,1989,76
138208,tt0142243,7.5,7045,7.109923545014823,Dragon Ball Z: Wrath of the Dragon,1995,52
83418,tt0085244,7.2,30499,7.109908286635796,The Big Chill,1983,105
44512,tt0045296,7.4,9465,7.109850573045118,Viva Zapata!,1952,113
3492894,tt4088588,8.0,3085,7.109845113049671,Rainbow,2015,106
5438041,tt8359848,7.2,30446,7.109822169317895,Climax,2018,97
72301,tt0073800,8.0,3084,7.10981341689218,The Travelling Players,1975,230
64367,tt0065651,7.5,7034,7.109789598551539,Bed & Board,1970,100
113403,tt0115940,7.6,5598,7.109771880515066,A Summer's Tale,1996,113
3240815,tt3518012,7.6,5598,7.109771880515066,Best of Enemies: Buckley vs. Vidal,2015,87
271919,tt0283524,9.0,1451,7.109712298211788,Opasen char,1984,90
35755,tt0036377,7.6,5590,7.1096436744034,The Song of Bernadette,1943,156
318613,tt0332136,7.2,30285,7.109559555033011,If Only,2004,92
62855,tt0064106,7.5,7015,7.109558019678276,Le Boucher,1970,93
238338,tt0248428,8.1,2765,7.109544390419593,Shiva,1989,161
4138432,tt5534436,8.0,3074,7.109496331124884,Dhaka Attack,2017,147
466992,tt0485241,7.4,9422,7.109488118064029,"Don't Worry, I'm Fine",2006,92
12320,tt0012494,7.7,4634,7.10946210433961,Destiny,1921,97
57041,tt0058126,8.3,2289,7.10904393711752,Hamlet,1964,140
3812892,tt4806232,8.0,3055,7.1088932454108,Indru Netru Naalai,2015,146
153877,tt0158610,8.1,2746,7.1088661428674405,The Fall of Rock & Roll,1989,106
46611,tt0047444,7.5,6954,7.108812668210553,Samurai I: Musashi Miyamoto,1954,93
105006,tt0107322,7.5,6954,7.108812668210553,King of the Hill,1993,103
3519518,tt4148400,7.8,3934,7.1087716872883115,Two Hearts as One,2014,126
103598,tt0105888,7.9,3436,7.108749472499648,And Life Goes On,1992,95
2325151,tt1918969,8.2,2487,7.108574962709644,Amar Bondhu Rashed,2011,96
95779,tt0097904,7.6,5523,7.108567309897454,Monsieur Hire,1989,81
108244,tt0110631,7.3,14178,7.108566031956711,Nightwatch,1994,107
63030,tt0064285,7.5,6931,7.108530894741787,The Wild Child,1970,83
69226,tt0070643,7.3,14125,7.108306709265176,Scarecrow,1973,112
4860205,tt7125860,7.2,29497,7.108251830375984,If Beale Street Could Talk,2018,119
362025,tt0377091,7.2,29494,7.10824677946196,Mean Creek,2004,90
78438,tt0080117,7.4,9263,7.108139976067478,The Wanderers,1979,112
121094,tt0124207,7.7,4566,7.108103903131976,The Thief,1997,96
84368,tt0086216,7.2,29401,7.108089924817559,Rumble Fish,1983,94
44175,tt0044953,7.4,9255,7.108071814333674,The Naked Spur,1953,91
2599504,tt2210441,7.8,3903,7.108030308272498,Black Honey,2010,130
369005,tt0384504,7.4,9234,7.107892738213472,Saving Face,2004,91
94244,tt0096328,7.6,5480,7.107874015748031,U2: Rattle and Hum,1988,99
275513,tt0287300,8.1,2718,7.107864925319286,Aile Serefi,1976,95
4258826,tt5805752,7.3,14020,7.1077908764736035,Brigsby Bear,2017,97
2680352,tt2301592,7.5,6865,7.107720069041267,The Dance of Reality,2013,133
49088,tt0049966,7.4,9208,7.107670720299345,Written on the Wind,1956,99
243266,tt0253619,7.7,4541,7.10760299245117,Sahte Kabadayi,1976,77
919550,tt0948544,7.6,5462,7.107583218436084,Troubled Water,2008,115
3920035,tt5046534,7.8,3884,7.107575128098602,Felix Manalo,2015,178
422680,tt0439662,7.2,29072,7.107530699807664,Fanaa,2006,168
48905,tt0049778,7.5,6847,7.107498351493076,Somebody Up There Likes Me,1956,113
3187950,tt3395608,8.0,3011,7.107493484702438,O21,2014,124
71503,tt0072976,7.7,4534,7.107462585494684,Fox and His Friends,1975,123
2572227,tt2179121,7.3,13944,7.1074157764995896,What's in a Name?,2012,109
25475,tt0025913,7.3,13943,7.107410831214853,Triumph of the Will,1935,114
40171,tt0040866,7.8,3877,7.107407279149497,La Terra Trema,1948,160
1744120,tt1314280,7.5,6831,7.107301058716346,Welcome,2009,110
3334764,tt3735246,7.2,28930,7.107287224179492,Bajirao Mastani,2015,158
69531,tt0070959,7.8,3870,7.107239348804988,State of Siege,1972,120
434601,tt0451919,7.5,6820,7.107165304839723,Socha Na Tha,2005,137
33125,tt0033712,7.6,5435,7.107146377525875,Here Comes Mr. Jordan,1941,94
2695698,tt2318625,7.5,6818,7.10714061223207,Out in the Dark,2012,96
57938,tt0059037,7.3,13874,7.107068992128415,The Cincinnati Kid,1965,102
440565,tt0458050,8.1,2692,7.1069334103712265,Paruthiveeran,2007,162
448857,tt0466561,7.6,5420,7.1069033530571994,The Border Post,2006,94
3401579,tt3885736,7.9,3369,7.106880750114562,Munnariyippu,2014,112
55218,tt0056264,7.3,13826,7.1068304744243544,Mutiny on the Bounty,1962,178
50954,tt0051878,7.4,9104,7.10677926342951,"The Long, Hot Summer",1958,115
18805,tt0019071,8.0,2988,7.10676004001715,The Last Command,1928,88
81496,tt0083271,7.9,3364,7.106740939218728,Vabank,1981,108
28189,tt0028683,7.5,6782,7.106695613869486,Camille,1936,109
1950779,tt1528734,7.7,4493,7.106638863459126,Food Matters,2008,80
45021,tt0045810,7.2,28545,7.106620599495751,Gentlemen Prefer Blondes,1953,91
45057,tt0045848,7.6,5402,7.106611407144268,Sawdust and Tinsel,1953,93
79787,tt0081506,7.4,9080,7.106572769953051,Shogun Assassin,1980,85
78337,tt0080009,7.3,13769,7.1065464675384975,Tess,1979,170
83647,tt0085482,7.7,4485,7.106477870103443,El Norte,1983,141
77272,tt0078907,7.5,6764,7.10647273643118,Les bronzés font du ski,1979,90
1924325,tt1501298,8.4,2057,7.106434564068448,Kattradhu Thamizh,2007,147
444976,tt0462570,7.6,5390,7.106416584402764,On Probation,2005,112
58691,tt0059812,8.5,1909,7.10641421085882,The Corporal and Others,1965,111
4962781,tt7345930,7.7,4481,7.106397340660086,Abrahaminte Santhathikal,2018,131
54566,tt0055597,7.7,4477,7.1063167893611965,Victim,1961,90
103463,tt0105750,7.7,4476,7.106296648120505,La Vie de Bohème,1992,103
4244520,tt5773402,9.2,1269,7.106277361148121,Dominion,2018,120
2611746,tt2224317,7.3,13702,7.1062115652937825,Lootera,2013,136
84334,tt0086182,8.2,2427,7.1061873336493235,Rembetiko,1983,110
60330,tt0061495,7.6,5373,7.106140321996509,La Collectionneuse,1967,89
44255,tt0045034,7.8,3821,7.106061552340307,Le Plaisir,1952,97
69789,tt0071222,7.2,28131,7.1058929814985605,Black Christmas,1974,98
2011994,tt1592292,7.6,5356,7.105863750164712,Zero 2,2010,90
53434,tt0054443,7.3,13630,7.105850375355941,Village of the Damned,1960,77
85249,tt0087123,8.1,2658,7.105712632872947,Strangler vs. Strangler,1984,93
430289,tt0447484,8.1,2658,7.105712632872947,Tatar Ramazan,1990,95
5935039,tt9412098,7.2,28019,7.105694185103454,Fyre,2019,97
3306927,tt3671542,7.4,8975,7.105665930831494,Holding the Man,2015,127
96890,tt0099043,8.2,2413,7.105628716302484,Anjali,1990,150
369692,tt0385277,7.5,6693,7.105591139999369,The Music Man,2007,107
84090,tt0085933,7.3,13571,7.105553395037722,Merry Christmas Mr. Lawrence,1983,123
114461,tt0117039,7.2,27905,7.105490974388054,Michael Collins,1996,133
2856109,tt2611652,7.5,6670,7.105304704767919,Virgin Mountain,2015,94
42536,tt0043278,7.2,27796,7.105295855746648,An American in Paris,1951,114
3341703,tt3750872,7.2,27795,7.105294061937683,The Wife,2017,99
120856,tt0123948,7.4,8928,7.105258193822212,Cure,1997,111
78701,tt0080388,7.3,13504,7.105215042592977,Atlantic City,1980,104
1586427,tt1149361,7.2,27714,7.1051485373904475,Micmacs,2009,105
34810,tt0035417,7.5,6657,7.105142622484759,The Talk of the Town,1942,118
1399114,tt1075110,7.4,8903,7.10504085184202,The Misfortunates,2009,108
42641,tt0043386,7.7,4406,7.104883357137999,Casque d'Or,1952,96
57008,tt0058092,7.4,8883,7.104866747336422,Father Goose,1964,118
46067,tt0046889,7.4,8869,7.1047447518379645,The Dam Busters,1955,124
39069,tt0039739,7.7,4396,7.1046809089672065,Quai des Orfèvres,1947,106
108719,tt0111112,7.5,6620,7.104680581910183,The Secret of Roan Inish,1994,103
60484,tt0061655,7.2,27376,7.104536428898732,The Fearless Vampire Killers,1967,108
88420,tt0090368,8.0,2918,7.104520381116126,A Cruel Romance,1984,142
40130,tt0040823,7.4,8825,7.104360679970436,"Sorry, Wrong Number",1948,89
78226,tt0079889,8.7,1635,7.104355171766473,Sankarabharanam,1980,143
25313,tt0025746,7.6,5263,7.104345240062122,The Scarlet Empress,1934,104
802537,tt0827517,7.4,8823,7.10434319841528,Reprise,2006,105
47493,tt0048347,7.4,8823,7.10434319841528,The Man with the Golden Arm,1955,119
48073,tt0048933,7.9,3278,7.104328453214514,Street of Shame,1956,87
2687875,tt2309788,7.6,5257,7.10424695111875,The Gatekeepers,2012,101
77678,tt0079322,7.9,3271,7.104131442113827,I... For Icarus,1979,120
360077,tt0375093,8.5,1864,7.104079809410363,Srabon Megher Din,2000,150
64160,tt0065439,7.9,3263,7.10390616707356,The Confession,1970,139
78828,tt0080516,7.2,27027,7.103896053971977,The Changeling,1980,107
63600,tt0064861,7.8,3721,7.103645416245952,This Man Must Die,1969,110
450807,tt0468565,7.2,26886,7.1036348918783485,Tsotsi,2005,94
2022627,tt1603362,8.3,2164,7.103563539979385,Prasthanam,2010,153
95515,tt0097635,7.5,6521,7.10343897718981,Jesus of Montreal,1989,118
97959,tt0100142,7.4,8719,7.103431299860613,Metropolitan,1990,98
81187,tt0082945,7.5,6520,7.103426395939087,Prince of the City,1981,167
451842,tt0469623,7.2,26770,7.103418968514584,Things We Lost in the Fire,2007,118
400937,tt0417385,7.5,6518,7.103401231042579,12 and Holding,2005,94
4346698,tt6002232,7.5,6511,7.103313128748691,Custody,2017,93
4287869,tt5871080,7.5,6511,7.103313128748691,The Whiskey Bandit,2017,126
38866,tt0039536,7.5,6506,7.103250174569923,Kiss of Death,1947,99
9835,tt0009968,7.4,8694,7.103211254229239,Broken Blossoms,1919,90
3629589,tt4393514,8.2,2351,7.103147965339476,Bitter Lake,2015,136
50799,tt0051720,7.9,3236,7.103144921376965,Equinox Flower,1958,118
85470,tt0087349,8.9,1434,7.103071801467807,"Blue Mountains, or Unbelievable Story",1983,97
277307,tt0289181,7.6,5182,7.10301504207806,Failan,2001,115
3271755,tt3590482,8.6,1720,7.1029940119760475,Bey Yaar,2014,150
815576,tt0841119,8.2,2347,7.102987530624931,Lake of Fire,2006,152
4149881,tt5559528,8.1,2577,7.102792181890706,Maanagaram,2017,137
227420,tt0237038,8.4,1981,7.1027908528223564,Bharatham,1991,147
45858,tt0046672,7.2,26419,7.10275968027383,"20,000 Leagues Under the Sea",1954,127
1933600,tt1510906,7.5,6451,7.102556357508505,Third Star,2010,92
3505131,tt4115752,8.2,2336,7.102546093064092,Chotushkone,2014,148
47489,tt0048342,7.4,8618,7.102540305788566,The Man from Laramie,1955,103
194816,tt0202559,7.6,5150,7.102487562189054,A Room for Romeo Brass,1999,90
3646254,tt4430136,7.3,12970,7.102475638662102,Pyaar Ka Punchnama 2,2015,137
2313076,tt1906386,8.2,2334,7.102465793517231,Guerrilla,2011,140
84570,tt0086423,7.4,8605,7.102425234340128,Tender Mercies,1983,92
814534,tt0839967,8.1,2566,7.102394253790902,The Rest is Silence,2007,114
3415594,tt3917908,8.7,1602,7.10237576122096,An Insignificant Man,2016,96
100891,tt0103130,7.4,8596,7.10234551732349,Trust,1990,107
66818,tt0068154,7.3,12940,7.102319451765946,Trinity Is Still My Name,1971,117
59809,tt0060959,7.4,8587,7.10226575758478,Daisies,1966,74
328082,tt0342150,7.9,3204,7.102240816905404,Bukowski: Born into This,2003,130
54760,tt0055796,7.8,3661,7.102187641743135,Billy Budd,1962,123
252381,tt0263124,7.7,4273,7.1021794827998495,Brainstorm,2000,74
40569,tt0041268,7.5,6411,7.102050237178059,Criss Cross,1949,84
253685,tt0264476,8.3,2129,7.102019978620665,Children Underground,2001,104
102517,tt0104782,7.5,6402,7.101936182408764,Léolo,1992,107
53044,tt0054042,8.3,2125,7.10184331797235,Macario,1960,91
1780907,tt1352852,7.6,5111,7.101843180233137,The Yes Men Fix the World,2009,87
54036,tt0055052,7.9,3189,7.101816311327114,The End of Summer,1961,103
3191612,tt3404140,7.7,4249,7.101688946630653,The Attorney,2013,127
73528,tt0075066,7.2,25855,7.101681250614492,The Pink Panther Strikes Again,1976,103
28786,tt0029284,7.4,8517,7.10164394188024,My Favorite Wife,1940,88
2410971,tt2007993,7.5,6375,7.101593625498008,Warriors of the Rainbow: Seediq Bale I,2011,144
61177,tt0062374,7.8,3636,7.101578432742003,Titicut Follies,1967,84
1135714,tt1029172,8.3,2115,7.101401438318274,The War on Democracy,2007,96
55358,tt0056406,7.8,3627,7.10135885702309,Requiem for a Heavyweight,1962,95
2561740,tt2167266,7.2,25640,7.101263823064771,Tracks,2013,112
103550,tt0105839,7.4,8469,7.101216050673758,Once Upon a Time in China II,1992,113
3104006,tt3202202,7.4,8462,7.101153547307393,Palm Trees in the Snow,2015,163
24746,tt0025164,7.5,6340,7.101148691767709,The Gay Divorcee,1934,107
65153,tt0066461,8.5,1807,7.10111164994218,One Song a Day Takes Mischief Away,1970,85
100866,tt0103105,7.6,5063,7.101047799620796,Toto the Hero,1991,91
1866976,tt1441940,7.3,12678,7.100944848452679,Broken,2012,91
1466162,tt10867504,9.6,1008,7.1007689941556436,Fan,2019,145
3214321,tt3455822,8.0,2801,7.10075177151901,Night Will Fall,2014,75
55151,tt0056196,7.7,4202,7.100725977672762,Long Day's Journey Into Night,1962,174
2078754,tt1661420,7.3,12631,7.100696234487523,Polisse,2011,127
75652,tt0077248,7.5,6301,7.100651736366251,Blue Collar,1978,114
59714,tt0060862,7.3,12619,7.100632659028682,The Professionals,1966,117
3846271,tt4881362,8.3,2097,7.100605233051629,Thithi,2015,123
289494,tt0301978,7.5,6297,7.100600696552386,Ten,2002,94
1955023,tt1533117,7.4,8399,7.100589838019102,Let the Bullets Fly,2010,132
2610043,tt2222394,7.4,8399,7.100589838019102,The Noble Family,2013,108
48427,tt0049291,7.5,6294,7.1005624081293535,The Harder They Fall,1956,109
124337,tt0127626,7.6,5025,7.100416319733555,Kiler,1997,104
42588,tt0043332,7.8,3588,7.100405764656499,Beautiful,1951,114
102924,tt0105197,7.6,5014,7.100233224495235,The Story of Qiu Ju,1992,100
66595,tt0067927,7.2,25112,7.100223499361431,Vanishing Point,1971,99
90696,tt0092699,7.2,25090,7.100179676582152,Broadcast News,1987,133
260729,tt0271857,8.4,1924,7.100044569900461,Vatsalyam,1993,156
4014266,tt5258850,7.5,6253,7.100038396313954,See You Up There,2017,117
4692135,tt6763252,7.4,8336,7.100023998080154,The Captain,2017,118
2014960,tt1595366,7.6,4997,7.0999499949995,What Men Talk About,2010,93
62781,tt0064030,7.5,6246,7.099948793445561,Anne of the Thousand Days,1969,145
3667067,tt4476736,8.6,1665,7.099906244140259,Hamlet,2015,217
408748,tt0425379,7.3,12476,7.099871918027537,I'm the Angel of Death: Pusher III,2005,90
