,tconst,averageRating,numVotes,weightedRating,primaryTitle,startYear,runtimeMinutes
86386,tt0088286,7.2,55366,7.1377846352935315,Top Secret!,1984,90
294486,tt0307197,8.0,3992,7.137693156732892,Murder on a Sunday Morning,2001,111
110955,tt0113409,7.2,55183,7.1376426424553845,In the Mouth of Madness,1994,95
315948,tt0329393,7.9,4511,7.137572430619091,Mr. and Mrs. Iyer,2002,120
3997878,tt5221894,7.8,5188,7.137485093414601,The Other Me,2016,101
374318,tt0390022,7.2,54870,7.137398272192312,Friday Night Lights,2004,118
36992,tt0037638,7.4,13073,7.137346676122187,Detour,1945,68
201301,tt0209463,7.6,7405,7.137108470914982,The Wind Will Carry Us,1999,118
54298,tt0055320,8.0,3968,7.136978735156034,Il Posto,1961,93
111799,tt0114279,7.4,12984,7.136731255265374,Richard III,1995,110
4001094,tt5229228,7.5,9409,7.136722950390886,61 Days,2016,115
110015,tt0112445,7.7,6067,7.136701322947179,The White Balloon,1995,85
3936648,tt5083702,7.7,6067,7.136701322947179,The Fear of 13,2015,96
99212,tt0101428,7.7,6055,7.136483658026083,La Belle Noiseuse,1991,238
285479,tt0297721,7.6,7357,7.136421794356709,All About Lily Chou-Chou,2001,146
1311477,tt1059955,7.8,5138,7.136385957926869,The Pixar Story,2007,88
370100,tt0385700,7.2,53560,7.136354378818737,Final Fantasy VII: Advent Children,2005,101
3779875,tt4730224,8.6,2325,7.1361390667886555,An Hour to Kill,2018,96
107211,tt0109579,7.3,20739,7.13602614836354,Death and the Maiden,1994,103
3086976,tt3162938,7.7,6029,7.136011473138032,The True Cost,2015,92
462546,tt0480669,7.2,53123,7.135998361558057,Timecrimes,2007,92
3539133,tt4192740,7.5,9338,7.13597180965694,Limonata,2015,110
467251,tt0485510,7.5,9326,7.135844549321214,Killing the Shadows,2006,135
274509,tt0286261,7.5,9325,7.1358339402767665,All or Nothing,2002,128
2231051,tt1821317,8.0,3924,7.135665883003734,Aadukalam,2011,160
475772,tt0494271,7.4,12798,7.1354357373406,The Unknown Woman,2006,118
185412,tt0192377,8.5,2481,7.135420836214111,The Knife,1999,135
4970862,tt7363076,7.4,12794,7.135407736677779,Raid,2018,122
55150,tt0056195,7.6,7272,7.135200793257313,Lonely Are the Brave,1962,107
15172,tt0015400,7.8,5084,7.135194787927138,The Thief of Bagdad,1924,155
104087,tt0106387,7.2,52125,7.13517017828201,Benny & Joon,1993,98
46266,tt0047094,7.7,5977,7.135064725441456,Hobson's Choice,1954,108
3858908,tt4909506,8.8,2028,7.135059937842238,Godhi Banna Sadharana Mykattu,2016,144
68950,tt0070355,7.2,51986,7.135053126542488,Magnum Force,1973,124
84382,tt0086230,8.4,2667,7.134955000542162,Sadma,1983,141
63778,tt0065051,7.5,9236,7.134887253183783,Support Your Local Sheriff!,1969,92
405754,tt0422320,7.6,7246,7.134826024933325,Ghilli,2004,160
66820,tt0068156,7.6,7245,7.134811598697472,1776,1972,141
54692,tt0055728,7.7,5960,7.134754521963824,Advise & Consent,1962,139
350725,tt0365376,7.2,51490,7.134631978036345,A Tale of Two Sisters,2003,115
62818,tt0064068,8.0,3887,7.1345587980752585,Funeral Parade of Roses,1969,105
395182,tt0411469,7.9,4394,7.134537660747092,Hazaaron Khwaishein Aisi,2003,120
2206393,tt1795369,8.9,1904,7.134463276836159,Frankenstein,2011,130
262899,tt0274117,7.4,12657,7.134445123084685,Read My Lips,2001,115
58530,tt0059643,7.9,4390,7.134433480775774,The Saragossa Manuscript,1965,182
5496668,tt8483296,8.8,2016,7.1343204027243114,Sense8: The Series Finale Official Trailer,2018,151
892205,tt0920464,7.7,5933,7.134261145055443,Manorama Six Feet Under,2007,137
61666,tt0062873,7.6,7198,7.134132554817069,The Young Girls of Rochefort,1967,120
44750,tt0045537,7.5,9162,7.1340963643814765,The Band Wagon,1953,112
5231546,tt7919680,7.5,9160,7.134074941451991,Karwaan,2018,114
64683,tt0065976,7.8,5033,7.134065860886358,Let It Be,1969,81
339151,tt0353496,8.5,2453,7.1340290678614355,Godfather,1991,150
24191,tt0024601,7.6,7189,7.134002298921992,Sons of the Desert,1933,68
87949,tt0089885,7.2,50666,7.133920122644252,Re-Animator,1985,105
109434,tt0111845,7.8,5023,7.1338440528927825,Through the Olive Trees,1994,103
948613,tt0978649,7.6,7161,7.133596592145767,Bliss,2007,105
4949965,tt7318202,7.6,7154,7.133495055047583,Butterflies,2018,117
80418,tt0082158,7.2,50028,7.133358212933839,Chariots of Fire,1981,125
85102,tt0086969,7.3,19985,7.133277759253084,Birdy,1984,120
55149,tt0056194,7.6,7131,7.133161121658212,The Loneliness of the Long Distance Runner,1962,104
302543,tt0315543,7.5,9074,7.133151376416036,Open Hearts,2002,113
77721,tt0079367,7.2,49773,7.133130942987443,The Jerk,1979,94
102990,tt0105265,7.2,49657,7.133027043679762,A River Runs Through It,1992,123
1681932,tt1249171,7.9,4335,7.132998125106528,Global Metal,2008,93
107632,tt0110008,7.3,19889,7.132921205640579,Pom Poko,1994,119
49474,tt0050356,7.5,9048,7.132871240601504,The Enemy Below,1957,98
29241,tt0029747,7.6,7108,7.132826709854242,Way Out West,1937,65
85766,tt0087650,8.1,3430,7.132711924023918,Love and Doves,1985,107
898376,tt0926762,7.3,19781,7.132518255510149,Loft,2008,118
56209,tt0057277,8.3,2836,7.132447190688317,The Big City,1963,136
79834,tt0081554,7.3,19748,7.1323947438991695,Stardust Memories,1980,89
89019,tt0090982,8.1,3417,7.132269416194532,The Wall,1983,117
2058735,tt1640680,7.5,8978,7.132114897875096,Armadillo,2010,105
131352,tt0135007,7.6,7054,7.132039683034878,Tre uomini e una gamba,1997,100
3005095,tt2967286,7.8,4940,7.131997327989312,Steins Gate the Movie: Load Region of Déjà vu,2013,90
23548,tt0023948,7.6,7046,7.1319228608874745,Dinner at Eight,1933,111
88312,tt0090257,8.1,3405,7.1318605879246615,My Sweet Little Village,1985,98
241197,tt0251447,7.7,5797,7.131762834042276,The Tunnel,2001,150
108185,tt0110570,7.5,8930,7.131594459180666,The Monster,1994,112
246795,tt0257290,7.7,5787,7.1315782635527984,Glass Tiger,2001,100
94667,tt0096764,7.2,47920,7.131431705979155,The Adventures of Baron Munchausen,1988,126
101785,tt0104036,7.2,47920,7.131431705979155,The Crying Game,1992,112
42393,tt0043132,7.6,7012,7.131425715356742,Where the Sidewalk Ends,1950,95
67082,tt0068421,7.4,12222,7.131341679651818,The Cowboys,1972,134
296281,tt0309061,8.0,3780,7.131341209173037,War Photographer,2001,96
35363,tt0035979,7.5,8901,7.131279313294593,Heaven Can Wait,1943,112
369441,tt0385017,7.6,7002,7.13127929504406,In My Father's Den,2004,127
28954,tt0029453,7.7,5765,7.131171786120592,Pépé le Moko,1937,94
74120,tt0075675,7.4,12185,7.1310743579400295,The American Friend,1977,125
300730,tt0313670,7.4,12175,7.131002017484869,Sweet Sixteen,2002,106
2829573,tt2547584,7.2,47357,7.130898185386348,The Light Between Oceans,2016,133
53268,tt0054269,7.6,6973,7.1308541581959775,Saturday Night and Sunday Morning,1960,89
80738,tt0082484,7.3,19335,7.130833427314762,Quest for Fire,1981,100
81219,tt0082979,7.3,19323,7.1307876271913,Reds,1981,195
70290,tt0071733,7.7,5736,7.130635085892765,"Lacombe, Lucien",1974,138
141440,tt0145653,7.3,19264,7.130562082053134,Angela's Ashes,1999,145
40014,tt0040705,7.7,5732,7.130560978784329,Portrait of Jennie,1948,86
52172,tt0053146,7.5,8834,7.130549151740852,Black Orpheus,1959,100
93299,tt0095360,7.9,4241,7.130532471529701,Imagine: John Lennon,1988,100
2857339,tt2614684,7.2,46730,7.130294158650495,'71,2014,99
102492,tt0104756,7.3,19170,7.130201494226851,Lorenzo's Oil,1992,129
3887083,tt4973112,8.4,2562,7.130135694071547,Hitting the Apex,2015,138
32191,tt0032762,7.5,8792,7.130089962121212,The Mark of Zorro,1940,94
69684,tt0071115,7.3,19137,7.130074540634841,Alice Doesn't Live Here Anymore,1974,112
91210,tt0093223,7.3,19129,7.1300437354120865,House of Games,1987,102
44468,tt0045251,7.6,6902,7.129810043257477,Othello,1951,90
5123943,tt7689964,7.5,8757,7.129706431258702,RBG,2018,98
138207,tt0142242,7.5,8754,7.129673520175387,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,72
2823318,tt2532528,7.5,8753,7.129662548514206,Dirty Wars,2013,87
1759573,tt1330591,7.8,4834,7.12962391901857,Autumn,2008,99
84017,tt0085859,7.3,19019,7.129619028146935,Local Hero,1983,111
4548445,tt6450186,7.4,11983,7.129605494416354,I Can Only Imagine,2018,110
4173100,tt5611648,8.4,2549,7.129536462303532,Joker,2016,130
119566,tt0122565,8.6,2201,7.129465828462189,The Counterfeit Coin,1955,127
72664,tt0074174,7.3,18960,7.129390354868062,The Bad News Bears,1976,102
865303,tt0892375,8.3,2763,7.1293772286856605,U2 3D,2007,85
373638,tt0389326,7.9,4196,7.129346485819975,Riding Giants,2004,105
4303729,tt5906392,8.2,3020,7.129336188436831,The Mainour and the Witness,2017,135
3897273,tt4995790,7.2,45757,7.12933561343754,The Square,2017,151
1847729,tt1422032,7.4,11945,7.1293273785356615,Even the Rain,2010,103
50639,tt0051554,7.3,18928,7.129266071753779,Horror of Dracula,1958,82
2170186,tt1756476,7.4,11912,7.129085392284352,Dookudu,2011,170
189791,tt0197042,8.8,1930,7.129001113999258,Tis kakomoiras,1963,96
96580,tt0098724,7.2,45420,7.128997443907981,"Sex, Lies, and Videotape",1989,100
30904,tt0031448,7.5,8689,7.128959007391137,The Hound of the Baskervilles,1939,80
452118,tt0469903,7.3,18848,7.128954570333881,The Express,2008,130
15303,tt0015532,7.8,4803,7.128926618125692,The Adventures of Prince Achmed,1926,81
339579,tt0353935,8.5,2350,7.128884826325411,Ramji Rao Speaking,1989,150
3953224,tt5121000,7.8,4794,7.128723904141774,Aligarh,2015,114
467628,tt0485909,7.9,4169,7.128633137920395,Gamers,2006,84
31597,tt0032155,7.6,6822,7.128627993212244,Young Mr. Lincoln,1939,100
103930,tt0106226,7.2,45040,7.128612221587664,The Age of Innocence,1993,139
4168241,tt5600714,8.0,3689,7.128585869148454,Laal Rang,2016,147
62867,tt0064118,7.6,6808,7.128420523138833,The Damned,1969,156
66868,tt0068205,7.7,5616,7.1284034491769015,Chloe in the Afternoon,1972,97
763714,tt0787524,7.2,44785,7.128351364906498,The Man Who Knew Infinity,2015,108
1087666,tt1020773,7.3,18693,7.128347790263887,Certified Copy,2010,106
4495911,tt6333054,8.1,3300,7.128268551236749,Chasing Coral,2017,93
3372043,tt3819668,7.3,18656,7.128202308960967,Dragon Ball Z: Resurrection 'F',2015,93
425247,tt0442286,7.7,5598,7.128067193934244,The Hidden Blade,2004,132
1713675,tt1282371,8.0,3671,7.1280387848348505,Sorry for the Disturbance,2008,116
26612,tt0027075,7.8,4762,7.128002150393119,A Tale of Two Cities,1935,128
3044939,tt3062880,7.7,5594,7.127992416813754,Gett: The Trial of Viviane Amsalem,2014,115
2919028,tt2762506,8.4,2513,7.127874095881947,Bacurau,2019,131
271287,tt0282864,8.4,2512,7.127827856935155,Promises,2001,106
53145,tt0054144,8.1,3286,7.12778759810507,When a Woman Ascends the Stairs,1960,111
372473,tt0388139,7.3,18543,7.127756470615254,It's All Gone Pete Tong,2004,90
63428,tt0064689,8.1,3285,7.127753226091568,Monterey Pop,1968,78
65417,tt0066730,7.6,6760,7.127707808564232,10 Rillington Place,1971,111
89849,tt0091830,7.7,5578,7.127693112695402,Summer,1986,99
90800,tt0092804,7.4,11708,7.127579819113,Cry Freedom,1987,157
43060,tt0043809,7.7,5568,7.1275058885108615,Miracle in Milan,1951,97
470556,tt0488905,7.6,6745,7.127484643250906,The Banishment,2007,157
2631467,tt2246565,7.5,8550,7.1274217585693,An Honest Liar,2014,90
739140,tt0762111,7.8,4735,7.12739196233395,Jonestown: The Life and Death of Peoples Temple,2006,86
66050,tt0067372,7.4,11674,7.127327261820364,Macbeth,1971,140
59235,tt0060371,7.8,4730,7.12727884291961,The Endless Summer,1966,95
238454,tt0248547,8.2,2964,7.127192104133886,Tholi Prema,1998,146
31102,tt0031647,7.9,4114,7.127175929106272,Midnight,1939,94
86145,tt0088040,8.2,2956,7.12688510516526,The Holy Innocents,1984,107
74529,tt0076095,7.4,11593,7.126723690323286,The Goodbye Girl,1977,111
1197178,tt1039960,7.8,4690,7.126372515998653,Estomago: A Gastronomic Story,2007,113
318298,tt0331811,7.2,42767,7.126217775613499,11:14,2003,86
223919,tt0233422,7.4,11525,7.12621492128679,Chachi 420,1997,155
58310,tt0059415,7.6,6658,7.126186114094383,Loves of a Blonde,1965,90
197421,tt0205306,8.8,1884,7.12614194316322,A Nameless Band,1981,112
14947,tt0015174,8.0,3605,7.126026918370914,Die Nibelungen: Kriemhild's Revenge,1924,129
399623,tt0416044,7.2,42564,7.125996092593689,Mongol: The Rise of Genghis Khan,2007,126
59596,tt0060742,8.3,2683,7.125994292526099,Nayak: The Hero,1966,120
865185,tt0892255,7.2,42449,7.125869916529526,Che: Part One,2008,134
104042,tt0106341,7.4,11471,7.1258095473115635,Bad Boy Bubby,1993,114
2032648,tt1613750,7.2,42380,7.125794004155535,Kon-Tiki,2012,118
2763935,tt2396566,7.4,11462,7.1257418682463936,20 Feet from Stardom,2013,91
1649351,tt1214961,7.9,4050,7.125473321858864,Happy Days,2007,153
243603,tt0253970,7.8,4650,7.125463743676223,Yüz Numarali Adam,1978,79
299938,tt0312841,7.8,4648,7.125418240690771,The Way Home,2002,80
93728,tt0095801,7.4,11417,7.125402971139852,Bagdad Cafe,1987,95
3373307,tt3822396,7.8,4645,7.125349974700624,Unemployed Graduate,2014,133
293747,tt0306434,7.4,11404,7.125304911548182,Aankhen,2002,165
804235,tt0829297,7.4,11404,7.125304911548182,Ten Inch Hero,2007,102
1280715,tt1054580,7.4,11403,7.125297365601736,Desert Flower,2009,120
328418,tt0342492,7.3,17924,7.125272574783338,The Green Butchers,2003,100
111756,tt0114234,7.5,8356,7.125254826717832,Rangeela,1995,142
4704423,tt6792282,7.7,5442,7.125136324814401,A Twelve-Year Night,2018,122
394991,tt0411270,7.3,17890,7.125134063884356,The Beat That My Heart Skipped,2005,108
35551,tt0036172,7.7,5441,7.12511744029434,The More the Merrier,1943,104
848597,tt0875113,7.3,17874,7.125068806269534,99 francs,2007,100
425230,tt0442268,7.9,4033,7.125019805049427,Be with You,2004,119
1615712,tt1179947,7.8,4629,7.124985655945189,American: The Bill Hicks Story,2009,102
3511652,tt4130418,8.4,2450,7.124954462659381,Hip-Hop Evolution,2016,90
52937,tt0053935,7.8,4626,7.12491730236954,Ice Cold in Alex,1958,130
1847817,tt1422122,7.8,4625,7.124894514767933,Tales from the Golden Age,2009,155
67464,tt0068814,8.5,2270,7.124862486248625,The Goat Horn,1972,105
264432,tt0275719,7.3,17814,7.124823655813519,Tape,2001,86
50672,tt0051588,7.9,4025,7.1248062015503875,It Happened in Broad Daylight,1958,100
3049015,tt3073256,7.5,8314,7.124782373776791,Nisshartho Bhalobasha: What is Love!,2013,151
65042,tt0066344,7.5,8288,7.12448930545542,Scrooge,1970,113
33988,tt0034587,7.3,17723,7.124450530159399,Cat People,1942,73
89184,tt0091149,7.2,41072,7.124324978810995,The Great Mouse Detective,1986,74
57241,tt0058329,7.2,41071,7.124323833451893,Marnie,1964,130
78922,tt0080610,7.4,11273,7.1243128497780726,The Last Metro,1980,131
56505,tt0057578,7.7,5396,7.1242663508356365,This Sporting Life,1963,134
2681608,tt2302966,7.3,17663,7.124203642500528,I,2015,188
57467,tt0058557,7.7,5384,7.12403896787783,Seance on a Wet Afternoon,1964,121
397554,tt0413893,7.7,5372,7.1238114052416694,The Taste of Tea,2004,143
1661187,tt1227378,7.5,8217,7.123686666465966,"Fat, Sick & Nearly Dead",2010,97
79163,tt0080856,8.8,1844,7.1236477425122935,Heerak Rajar Deshe,1980,118
4421062,tt6167894,8.0,3526,7.12360653438968,Angamaly Diaries,2017,132
2260576,tt1851988,7.8,4568,7.1235930735930735,Ko,2011,128
45103,tt0045897,7.3,17511,7.123575074686552,I Confess,1953,95
78161,tt0079820,7.9,3978,7.123548899164884,The King and the Mockingbird,1952,83
3916762,tt5039054,8.0,3524,7.123545084840836,Oopiri,2016,158
50189,tt0051093,8.2,2869,7.123535110696472,Tokyo Twilight,1957,140
370124,tt0385726,7.2,40377,7.123520504152837,Glory Road,2006,118
2199442,tt1787660,7.6,6479,7.123491851710664,Being Elmo: A Puppeteer's Journey,2011,80
51777,tt0052738,7.4,11159,7.123443679305291,The Diary of Anne Frank,1959,180
226619,tt0236216,7.7,5352,7.123431734317343,The Filth and the Fury,2000,108
1677734,tt1244754,7.2,40111,7.123208060082014,Conviction,2010,107
2274387,tt1866249,7.2,40058,7.123145500937626,The Sessions,2012,95
420862,tt0437800,7.3,17397,7.123100691086633,Akeelah and the Bee,2006,112
93413,tt0095475,7.8,4546,7.1230894198876324,Damnation,1988,120
1772115,tt1343703,7.5,8164,7.123085273187794,Fortress of War,2010,138
2817686,tt2518788,8.0,3509,7.123083938405416,1,2013,112
130246,tt0133826,8.5,2233,7.122994161495245,Guru,1997,136
4315627,tt5932728,7.3,17357,7.122933635526595,The Professor and the Madman,2019,124
909685,tt0938341,7.5,8146,7.1228805889096725,Tokyo Sonata,2008,120
91938,tt0093978,7.5,8140,7.122812311406156,A Chinese Ghost Story,1987,98
1872390,tt1447508,7.4,11076,7.122807406586096,Peepli (Live),2010,95
2031958,tt1613040,8.0,3498,7.122745455821462,Leader,2010,167
97844,tt0100024,7.5,8113,7.122504756440069,Life Is Sweet,1990,103
47136,tt0047985,7.5,8105,7.122413532698988,The Desperate Hours,1955,112
42719,tt0043465,7.6,6405,7.1223690495144085,Detective Story,1951,103
114549,tt0117128,7.3,17222,7.122367486144664,Mystery Science Theater 3000: The Movie,1996,73
97394,tt0099558,7.3,17202,7.12228330410881,Armour of God 2: Operation Condor,1991,106
61813,tt0063023,8.8,1822,7.122272761166207,The Adventures of Goopy and Bagha,1969,132
74594,tt0076162,7.3,17175,7.1221695317131,House,1977,88
882757,tt0910559,7.7,5285,7.122156182928842,Cherry Blossoms,2008,127
4438805,tt6206564,7.5,8082,7.122151018680854,Trapped,2016,105
279017,tt0291003,7.6,6390,7.122140809174897,Behind the Sun,2001,105
2518597,tt2120152,7.6,6388,7.122110360647381,The Invisible War,2012,93
71672,tt0073152,7.8,4503,7.122102836999627,Kings of the Road,1976,175
352011,tt0366721,7.9,3918,7.121937893353621,Trilogy: The Weeping Meadow,2004,170
68365,tt0069747,7.4,10963,7.1219364346689655,The Mad Adventures of Rabbi Jacob,1973,100
3538163,tt4190530,7.2,39024,7.12190428589279,Anthropoid,2016,120
2342903,tt1937339,7.8,4489,7.121781003085897,Sunny,2011,124
450355,tt0468094,7.4,10941,7.121766227984754,The Road to Guantanamo,2006,95
58997,tt0060125,7.9,3910,7.121722587340021,For Love and Gold,1966,120
15133,tt0015361,7.6,6360,7.121683673469388,Strike,1925,82
59253,tt0060390,7.2,38837,7.121675517333208,Fahrenheit 451,1966,112
2848383,tt2593392,8.2,2820,7.121639108554996,Alive Inside,2014,78
1698649,tt1266583,7.7,5257,7.1216214429718745,Mumbai Meri Jaan,2008,134
2749458,tt2380247,7.6,6353,7.121576882594967,The Central Park Five,2012,119
85760,tt0087644,7.8,4480,7.12157394843962,Love Streams,1984,141
119162,tt0122136,7.7,5249,7.121468478296803,Kuroneko,1968,99
82931,tt0084740,7.9,3900,7.121453287197232,El Sur,1983,95
3126244,tt3253624,7.4,10898,7.121432948910803,Soaked in Bleach,2015,90
480633,tt0499262,7.4,10880,7.121293199554069,Takva: A Man's Fear of God,2006,96
237326,tt0247380,7.7,5234,7.121181451346166,The Gleaners & I,2000,82
201034,tt0209180,8.0,3446,7.121141812557126,Sky Hook,2000,95
241982,tt0252269,7.7,5228,7.121066560804552,Bekçiler Krali,1979,82
81322,tt0083089,7.7,5227,7.121047407946538,Do You Remember Dolly Bell?,1981,110
73504,tt0075040,7.8,4452,7.120928969170175,Seven Beauties,1975,116
36443,tt0037077,7.6,6303,7.120812701657988,The Miracle of Morgan's Creek,1943,98
94729,tt0096827,8.2,2794,7.120630351874505,Apoorva Sagodharargal,1989,157
69290,tt0070707,7.2,37994,7.120627361336,Sleeper,1973,89
165997,tt0171685,7.5,7943,7.120556719181617,Ratcatcher,1999,94
55764,tt0056825,7.8,4435,7.120536775947002,America America,1963,174
4612217,tt6588966,7.5,7921,7.120303149965068,Hichki,2018,116
295754,tt0308514,7.4,10733,7.120146643158985,Lost in La Mancha,2002,93
243596,tt0253963,7.7,5179,7.120126578084098,Yedi Bela Hüsnü,1982,84
4443495,tt6217608,7.4,10721,7.1200526301055405,The Rider,2017,104
464441,tt0482629,7.3,16663,7.119984158605958,The Ultimate Gift,2006,114
69104,tt0070518,7.3,16649,7.119923647626594,Pat Garrett & Billy the Kid,1973,122
243458,tt0253822,7.8,4405,7.119843564019725,Tokatçi,1983,83
892200,tt0920458,7.3,16607,7.119741870358353,Flame & Citron,2008,130
4477660,tt6293516,8.0,3400,7.119718309859155,Bingo: The King of the Mornings,2017,113
1664089,tt1230385,7.3,16600,7.119711538461538,The Yellow Sea,2010,157
200854,tt0208990,7.3,16595,7.119689866570501,The Son's Room,2001,99
168006,tt0173772,8.2,2769,7.11965861212143,My Voyage to Italy,1999,246
2248566,tt1839522,7.8,4394,7.119589031775193,Circles,2013,112
175417,tt0181627,7.5,7857,7.119563563319841,Kirikou and the Sorceress,1998,71
65192,tt0066500,8.2,2766,7.1195418857595625,Hope,1970,100
1901599,tt1477715,7.2,37094,7.11947692208587,This Is It,2009,111
180714,tt0187318,8.6,2016,7.119395913532721,Moondram Pirai,1982,143
956060,tt0986329,8.3,2525,7.119255222524977,Mungaru Male,2006,143
2573443,tt2180477,7.4,10617,7.119235196675745,Nanban,2012,188
2630547,tt2245544,8.2,2757,7.119191555283352,Carry on Jatta,2012,143
4446318,tt6223974,8.1,3038,7.1191882445252865,The Farthest,2017,121
48149,tt0049010,7.6,6197,7.11918453697471,Bigger Than Life,1956,95
1988746,tt1568334,7.8,4373,7.119102577196745,The Tillman Story,2010,94
3404428,tt3892172,7.2,36799,7.119092541950517,Leave No Trace,2018,109
2021113,tt1601792,8.5,2153,7.11893713401834,Aa Naluguru,2004,141
67679,tt0069035,8.0,3374,7.118911679706774,The New Land,1972,204
2199754,tt1787988,7.2,36645,7.118890420958715,Talaash,2012,140
30552,tt0031088,7.7,5112,7.118836344314559,Beau Geste,1939,112
70815,tt0072272,7.8,4360,7.118801089918256,That's Entertainment!,1974,135
116586,tt0119256,7.2,36553,7.118769190778679,Hard Eight,1996,102
67826,tt0069191,7.4,10555,7.118745605400084,Roma,1972,120
29448,tt0029957,7.6,6168,7.1187371663244345,La Bête Humaine,1938,100
3104911,tt3204392,7.8,4355,7.118685062169988,The Kingdom of Dreams and Madness,2013,118
4970355,tt7362036,8.0,3364,7.118601043576365,Dying to Survive,2018,117
2704591,tt2328819,7.7,5098,7.118566017675593,A Long Story,2012,125
414838,tt0431619,7.8,4342,7.1183832049621705,Arya,2004,151
2340750,tt1935109,8.9,1661,7.118371403923334,Dipu Number 2,1996,154
4104337,tt5458088,8.1,3013,7.118312926141434,Kammatti Paadam,2016,177
33286,tt0033874,7.6,6137,7.1182580210039506,The Man Who Came to Dinner,1942,112
82969,tt0084780,8.2,2733,7.118256229041215,A Tight Spot,1982,92
353922,tt0368711,8.0,3352,7.118227990970655,End of the Century,2003,110
885504,tt0913425,7.2,36135,7.118213789155148,Broken Embraces,2009,127
44767,tt0045554,8.0,3349,7.118134678471904,Welcome Mr. Marshall!,1953,78
40113,tt0040806,7.6,6111,7.117855420912218,The Snake Pit,1948,108
101044,tt0103285,7.3,16172,7.11783736519965,Once Upon a Time in China,1991,134
407830,tt0424434,7.8,4316,7.117778687406195,Beautiful City,2004,98
1237497,tt1047007,7.9,3763,7.1177450196432925,Young@Heart,2007,107
340202,tt0354575,7.5,7669,7.117374269184854,The Five Obstructions,2003,90
2723944,tt2351177,8.1,2986,7.117365825770028,Bhooter Bhabishyat,2012,123
2910196,tt2741806,7.6,6077,7.11732792740612,In Bloom,2013,102
4520130,tt6386748,7.6,6076,7.117312395417686,Birds of Passage,2018,125
20173,tt0020475,7.9,3746,7.117282404508453,Diary of a Lost Girl,1929,104
68685,tt0070077,7.5,7652,7.117175058189392,The Friends of Eddie Coyle,1973,102
99529,tt0101748,7.5,7640,7.11703431372549,Dogfight,1991,94
341344,tt0355742,8.2,2700,7.116967509025271,Manmadhudu,2002,142
60593,tt0061770,7.4,10331,7.11696244091591,Hombre,1967,111
47188,tt0048037,7.8,4277,7.11686989787205,The Criminal Life of Archibaldo de la Cruz,1955,89
54162,tt0055184,7.3,15932,7.116769275872178,The Misfits,1961,125
884681,tt0912583,7.8,4269,7.11668318015648,For the Bible Tells Me So,2007,95
411369,tt0428059,7.7,4997,7.116608327499416,Toss-Up,2004,102
237156,tt0247199,7.2,34952,7.116599946623967,The Believer,2001,98
30857,tt0031398,7.4,10284,7.116585421154064,Gunga Din,1939,117
2003252,tt1583256,8.3,2462,7.116546500619037,Gamyam,2008,120
2282439,tt1874522,7.9,3718,7.116519256215614,Here Without Me,2011,100
4525374,tt6398184,7.8,4261,7.116496360343119,Downton Abbey,2019,122
105765,tt0108101,7.3,15866,7.1164733519307,Shadowlands,1993,131
212226,tt0221073,7.2,34818,7.116413119796716,Chopper,2000,94
77550,tt0079193,8.1,2958,7.116381715430288,The Garage,1980,101
63656,tt0064921,7.8,4256,7.116379546076018,Salesman,1969,85
2121613,tt1705786,7.3,15838,7.116347519467164,Chinese Take-Out,2011,93
48646,tt0049513,7.3,15819,7.116262034836718,Moby Dick,1956,116
106207,tt0108551,7.3,15807,7.116208003528806,What's Love Got to Do with It,1993,118
86000,tt0087892,7.3,15803,7.11618998603044,A Passage to India,1984,164
94806,tt0096908,7.9,3705,7.116164431283749,A City of Sadness,1989,157
48840,tt0049710,7.7,4971,7.116102232157753,Samurai III: Duel at Ganryu Island,1956,105
352458,tt0367188,7.4,10222,7.116086536823576,Modigliani,2004,128
78109,tt0079766,7.3,15775,7.116063764561619,Quadrophenia,1979,120
1388205,tt1073241,7.2,34535,7.116015789031662,Nothing But the Truth,2008,108
354253,tt0369060,7.3,15763,7.116009616564042,Infernal Affairs II,2003,119
57162,tt0058249,7.5,7551,7.115987220054683,Diary of a Chambermaid,1964,97
88083,tt0090022,7.2,34496,7.11596073685626,Silverado,1985,133
2218259,tt1807950,7.3,15752,7.115959952885747,Love Likes Coincidences,2011,118
1862575,tt1437358,7.2,34346,7.115748323391636,Sleep Tight,2011,102
4705399,tt6794424,8.2,2668,7.115714905305769,LA 92,2017,114
1736107,tt1305871,8.1,2939,7.1157128028920145,The Soviet Story,2008,86
36459,tt0037094,7.7,4948,7.115653799919861,Mr. Skeffington,1944,146
18862,tt0019130,7.7,4947,7.115634287240792,The Man Who Laughs,1928,110
375298,tt0391024,7.7,4933,7.115360972839341,Control Room,2004,84
163580,tt0169145,7.8,4207,7.115232649707262,Cabaret Balkan,1998,102
113152,tt0115678,7.3,15544,7.115015785319653,Big Night,1996,109
4164998,tt5593384,9.3,1315,7.114934448033441,Truth and Justice,2019,165
3736263,tt4632316,8.4,2235,7.114888929686066,Gleason,2016,110
4694329,tt6768578,7.3,15516,7.1148879455030105,Dogman,2018,103
2189307,tt1777034,7.4,10068,7.114839739933843,United,2011,94
4249712,tt5785170,7.3,15504,7.114833102903417,Toilet - Ek Prem Katha,2017,155
2670655,tt2290828,7.7,4902,7.114754865895257,Road to Ninja: Naruto the Movie,2012,110
783813,tt0808185,7.3,15475,7.114700432365658,The Bothersome Man,2006,95
